state,district,block,year,recharge_mm,extraction_mcm,stage_percent,category
Kerala,Thiruvananthapuram,Block-2,2018,160,91,56.88,Safe
Kerala,Thiruvananthapuram,Block-3,2018,103,187,181.55,Over-Exploited
Kerala,Thiruvananthapuram,Block-1,2019,164,252,153.66,Over-Exploited
Kerala,Thiruvananthapuram,Block-2,2019,239,246,102.93,Over-Exploited
Kerala,Thiruvananthapuram,Block-3,2019,216,232,107.41,Over-Exploited
Kerala,Thiruvananthapuram,Block-1,2020,240,133,55.42,Safe
Kerala,Thiruvananthapuram,Block-2,2020,202,208,102.97,Over-Exploited
Kerala,Thiruvananthapuram,Block-3,2020,237,114,48.1,Safe
Kerala,Thiruvananthapuram,Block-1,2021,213,233,109.39,Over-Exploited
Kerala,Thiruvananthapuram,Block-2,2021,172,116,67.44,Safe
Kerala,Thiruvananthapuram,Block-3,2021,137,251,183.21,Over-Exploited
Kerala,Thiruvananthapuram,Block-1,2022,193,106,54.92,Safe
Kerala,Thiruvananthapuram,Block-2,2022,162,217,133.95,Over-Exploited
Kerala,Thiruvananthapuram,Block-3,2022,104,119,114.42,Over-Exploited
Kerala,Kozhikode,Block-1,2000,164,170,103.66,Over-Exploited
Kerala,Kozhikode,Block-2,2000,192,128,66.67,Safe
Kerala,Kozhikode,Block-3,2000,193,106,54.92,Safe
Kerala,Kozhikode,Block-1,2001,189,152,80.42,Semi-Critical
Kerala,Kozhikode,Block-2,2001,130,202,155.38,Over-Exploited
Kerala,Kozhikode,Block-3,2001,111,114,102.7,Over-Exploited
Kerala,Kozhikode,Block-1,2002,144,182,126.39,Over-Exploited
Kerala,Kozhikode,Block-2,2002,231,258,111.69,Over-Exploited
Kerala,Kozhikode,Block-3,2002,116,179,154.31,Over-Exploited
Kerala,Kozhikode,Block-1,2003,195,201,103.08,Over-Exploited
Kerala,Kozhikode,Block-2,2003,128,124,96.88,Critical
Kerala,Kozhikode,Block-3,2003,172,116,67.44,Safe
Kerala,Kozhikode,Block-1,2004,138,267,193.48,Over-Exploited
Kerala,Kozhikode,Block-2,2004,129,259,200.78,Over-Exploited
Kerala,Kozhikode,Block-3,2004,231,90,38.96,Safe
Kerala,Kozhikode,Block-1,2005,152,261,171.71,Over-Exploited
Kerala,Kozhikode,Block-2,2005,249,196,78.71,Semi-Critical
Kerala,Kozhikode,Block-3,2005,137,245,178.83,Over-Exploited
Kerala,Kozhikode,Block-1,2006,146,132,90.41,Critical
Kerala,Kozhikode,Block-2,2006,194,202,104.12,Over-Exploited
Kerala,Kozhikode,Block-3,2006,174,147,84.48,Semi-Critical
Kerala,Kozhikode,Block-1,2007,107,237,221.5,Over-Exploited
Kerala,Kozhikode,Block-2,2007,213,249,116.9,Over-Exploited
Kerala,Kozhikode,Block-3,2007,179,84,46.93,Safe
Kerala,Kozhikode,Block-1,2008,245,134,54.69,Safe
Kerala,Kozhikode,Block-2,2008,191,200,104.71,Over-Exploited
Kerala,Kozhikode,Block-3,2008,206,204,99.03,Critical
Kerala,Kozhikode,Block-1,2009,105,177,168.57,Over-Exploited
Kerala,Kozhikode,Block-2,2009,207,205,99.03,Critical
Kerala,Kozhikode,Block-3,2009,235,142,60.43,Safe
Kerala,Kozhikode,Block-1,2010,186,93,50.0,Safe
Kerala,Kozhikode,Block-2,2010,162,111,68.52,Safe
Kerala,Kozhikode,Block-3,2010,190,136,71.58,Semi-Critical
Kerala,Kozhikode,Block-1,2011,216,229,106.02,Over-Exploited
Kerala,Kozhikode,Block-2,2011,240,177,73.75,Semi-Critical
Kerala,Kozhikode,Block-3,2011,113,198,175.22,Over-Exploited
Kerala,Kozhikode,Block-1,2012,223,244,109.42,Over-Exploited
Kerala,Kozhikode,Block-2,2012,116,87,75.0,Semi-Critical
Kerala,Kozhikode,Block-3,2012,225,91,40.44,Safe
Kerala,Kozhikode,Block-1,2013,142,87,61.27,Safe
Kerala,Kozhikode,Block-2,2013,126,216,171.43,Over-Exploited
Kerala,Kozhikode,Block-3,2013,187,198,105.88,Over-Exploited
Kerala,Kozhikode,Block-1,2014,249,197,79.12,Semi-Critical
Kerala,Kozhikode,Block-2,2014,130,225,173.08,Over-Exploited
Kerala,Kozhikode,Block-3,2014,113,173,153.1,Over-Exploited
Kerala,Kozhikode,Block-1,2015,220,103,46.82,Safe
Kerala,Kozhikode,Block-2,2015,112,97,86.61,Semi-Critical
Kerala,Kozhikode,Block-3,2015,229,81,35.37,Safe
Kerala,Kozhikode,Block-1,2016,182,225,123.63,Over-Exploited
Kerala,Kozhikode,Block-2,2016,137,127,92.7,Critical
Kerala,Kozhikode,Block-3,2016,185,103,55.68,Safe
Kerala,Kozhikode,Block-1,2017,231,142,61.47,Safe
Kerala,Kozhikode,Block-2,2017,204,257,125.98,Over-Exploited
Kerala,Kozhikode,Block-3,2017,240,155,64.58,Safe
Kerala,Kozhikode,Block-1,2018,101,237,234.65,Over-Exploited
Kerala,Kozhikode,Block-2,2018,149,223,149.66,Over-Exploited
Kerala,Kozhikode,Block-3,2018,187,244,130.48,Over-Exploited
Kerala,Kozhikode,Block-1,2019,145,270,186.21,Over-Exploited
Kerala,Kozhikode,Block-2,2019,118,123,104.24,Over-Exploited
Kerala,Kozhikode,Block-3,2019,125,210,168.0,Over-Exploited
Kerala,Kozhikode,Block-1,2020,197,204,103.55,Over-Exploited
Kerala,Kozhikode,Block-2,2020,154,263,170.78,Over-Exploited
Kerala,Kozhikode,Block-3,2020,191,217,113.61,Over-Exploited
Kerala,Kozhikode,Block-1,2021,174,90,51.72,Safe
Kerala,Kozhikode,Block-2,2021,167,242,144.91,Over-Exploited
Kerala,Kozhikode,Block-3,2021,137,181,132.12,Over-Exploited
Kerala,Kozhikode,Block-1,2022,134,81,60.45,Safe
Kerala,Kozhikode,Block-2,2022,144,147,102.08,Over-Exploited
Kerala,Kozhikode,Block-3,2022,236,233,98.73,Critical
Madhya Pradesh,Bhopal,Block-1,2000,212,262,123.58,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2000,131,270,206.11,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2000,175,207,118.29,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2001,140,124,88.57,Semi-Critical
Madhya Pradesh,Bhopal,Block-2,2001,225,163,72.44,Semi-Critical
Madhya Pradesh,Bhopal,Block-3,2001,217,219,100.92,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2002,214,147,68.69,Safe
Madhya Pradesh,Bhopal,Block-2,2002,159,148,93.08,Critical
Madhya Pradesh,Bhopal,Block-3,2002,132,110,83.33,Semi-Critical
Madhya Pradesh,Bhopal,Block-1,2003,157,121,77.07,Semi-Critical
Madhya Pradesh,Bhopal,Block-2,2003,180,259,143.89,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2003,166,158,95.18,Critical
Madhya Pradesh,Bhopal,Block-1,2004,233,252,108.15,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2004,200,189,94.5,Critical
Madhya Pradesh,Bhopal,Block-3,2004,151,81,53.64,Safe
Madhya Pradesh,Bhopal,Block-1,2005,144,223,154.86,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2005,155,266,171.61,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2005,239,217,90.79,Critical
Madhya Pradesh,Bhopal,Block-1,2006,161,138,85.71,Semi-Critical
Madhya Pradesh,Bhopal,Block-2,2006,153,198,129.41,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2006,148,227,153.38,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2007,226,224,99.12,Critical
Madhya Pradesh,Bhopal,Block-2,2007,178,176,98.88,Critical
Madhya Pradesh,Bhopal,Block-3,2007,111,123,110.81,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2008,203,163,80.3,Semi-Critical
Madhya Pradesh,Bhopal,Block-2,2008,209,108,51.67,Safe
Madhya Pradesh,Bhopal,Block-3,2008,119,263,221.01,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2009,248,82,33.06,Safe
Madhya Pradesh,Bhopal,Block-2,2009,168,208,123.81,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2009,150,93,62.0,Safe
Madhya Pradesh,Bhopal,Block-1,2010,159,234,147.17,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2010,154,118,76.62,Semi-Critical
Madhya Pradesh,Bhopal,Block-3,2010,183,194,106.01,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2011,190,121,63.68,Safe
Madhya Pradesh,Bhopal,Block-2,2011,198,175,88.38,Semi-Critical
Madhya Pradesh,Bhopal,Block-3,2011,118,135,114.41,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2012,208,227,109.13,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2012,140,172,122.86,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2012,243,220,90.53,Critical
Madhya Pradesh,Bhopal,Block-1,2013,210,135,64.29,Safe
Madhya Pradesh,Bhopal,Block-2,2013,250,197,78.8,Semi-Critical
Madhya Pradesh,Bhopal,Block-3,2013,123,258,209.76,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2014,181,165,91.16,Critical
Madhya Pradesh,Bhopal,Block-2,2014,206,118,57.28,Safe
Madhya Pradesh,Bhopal,Block-3,2014,113,187,165.49,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2015,144,167,115.97,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2015,183,171,93.44,Critical
Madhya Pradesh,Bhopal,Block-3,2015,198,265,133.84,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2016,129,229,177.52,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2016,157,200,127.39,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2016,104,89,85.58,Semi-Critical
Madhya Pradesh,Bhopal,Block-1,2017,193,103,53.37,Safe
Madhya Pradesh,Bhopal,Block-2,2017,240,224,93.33,Critical
Madhya Pradesh,Bhopal,Block-3,2017,118,227,192.37,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2018,143,80,55.94,Safe
Madhya Pradesh,Bhopal,Block-2,2018,245,255,104.08,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2018,138,193,139.86,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2019,100,173,173.0,Over-Exploited
Madhya Pradesh,Bhopal,Block-2,2019,230,252,109.57,Over-Exploited
Madhya Pradesh,Bhopal,Block-3,2019,134,203,151.49,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2020,243,96,39.51,Safe
Madhya Pradesh,Bhopal,Block-2,2020,145,143,98.62,Critical
Madhya Pradesh,Bhopal,Block-3,2020,125,204,163.2,Over-Exploited
Madhya Pradesh,Bhopal,Block-1,2021,201,142,70.65,Semi-Critical
Madhya Pradesh,Bhopal,Block-2,2021,245,170,69.39,Safe
Madhya Pradesh,Bhopal,Block-3,2021,164,137,83.54,Semi-Critical
Madhya Pradesh,Bhopal,Block-1,2022,191,142,74.35,Semi-Critical
Madhya Pradesh,Bhopal,Block-2,2022,232,83,35.78,Safe
Madhya Pradesh,Bhopal,Block-3,2022,229,216,94.32,Critical
Madhya Pradesh,Indore,Block-1,2000,224,147,65.62,Safe
Madhya Pradesh,Indore,Block-2,2000,126,195,154.76,Over-Exploited
Madhya Pradesh,Indore,Block-3,2000,113,194,171.68,Over-Exploited
Madhya Pradesh,Indore,Block-1,2001,167,140,83.83,Semi-Critical
Madhya Pradesh,Indore,Block-2,2001,150,92,61.33,Safe
Madhya Pradesh,Indore,Block-3,2001,139,145,104.32,Over-Exploited
Madhya Pradesh,Indore,Block-1,2002,223,137,61.43,Safe
Madhya Pradesh,Indore,Block-2,2002,175,196,112.0,Over-Exploited
Madhya Pradesh,Indore,Block-3,2002,210,99,47.14,Safe
Madhya Pradesh,Indore,Block-1,2003,227,185,81.5,Semi-Critical
Madhya Pradesh,Indore,Block-2,2003,204,261,127.94,Over-Exploited
Madhya Pradesh,Indore,Block-3,2003,241,81,33.61,Safe
Madhya Pradesh,Indore,Block-1,2004,218,160,73.39,Semi-Critical
Madhya Pradesh,Indore,Block-2,2004,194,246,126.8,Over-Exploited
Madhya Pradesh,Indore,Block-3,2004,104,155,149.04,Over-Exploited
Madhya Pradesh,Indore,Block-1,2005,195,217,111.28,Over-Exploited
Madhya Pradesh,Indore,Block-2,2005,156,244,156.41,Over-Exploited
Madhya Pradesh,Indore,Block-3,2005,108,123,113.89,Over-Exploited
Madhya Pradesh,Indore,Block-1,2006,161,208,129.19,Over-Exploited
Madhya Pradesh,Indore,Block-2,2006,153,254,166.01,Over-Exploited
Madhya Pradesh,Indore,Block-3,2006,143,268,187.41,Over-Exploited
Madhya Pradesh,Indore,Block-1,2007,113,145,128.32,Over-Exploited
Madhya Pradesh,Indore,Block-2,2007,227,215,94.71,Critical
Madhya Pradesh,Indore,Block-3,2007,170,198,116.47,Over-Exploited
Madhya Pradesh,Indore,Block-1,2008,172,142,82.56,Semi-Critical
Madhya Pradesh,Indore,Block-2,2008,113,245,216.81,Over-Exploited
Madhya Pradesh,Indore,Block-3,2008,113,194,171.68,Over-Exploited
Madhya Pradesh,Indore,Block-1,2009,245,231,94.29,Critical
Madhya Pradesh,Indore,Block-2,2009,120,168,140.0,Over-Exploited
Madhya Pradesh,Indore,Block-3,2009,117,136,116.24,Over-Exploited
Madhya Pradesh,Indore,Block-1,2010,206,96,46.6,Safe
Madhya Pradesh,Indore,Block-2,2010,213,100,46.95,Safe
Madhya Pradesh,Indore,Block-3,2010,105,160,152.38,Over-Exploited
Madhya Pradesh,Indore,Block-1,2011,124,148,119.35,Over-Exploited
Madhya Pradesh,Indore,Block-2,2011,183,250,136.61,Over-Exploited
Madhya Pradesh,Indore,Block-3,2011,240,153,63.75,Safe
Madhya Pradesh,Indore,Block-1,2012,146,123,84.25,Semi-Critical
Madhya Pradesh,Indore,Block-2,2012,144,169,117.36,Over-Exploited
Madhya Pradesh,Indore,Block-3,2012,191,146,76.44,Semi-Critical
Madhya Pradesh,Indore,Block-1,2013,118,218,184.75,Over-Exploited
Madhya Pradesh,Indore,Block-2,2013,157,266,169.43,Over-Exploited
Madhya Pradesh,Indore,Block-3,2013,211,212,100.47,Over-Exploited
Madhya Pradesh,Indore,Block-1,2014,246,85,34.55,Safe
Madhya Pradesh,Indore,Block-2,2014,187,207,110.7,Over-Exploited
Madhya Pradesh,Indore,Block-3,2014,147,237,161.22,Over-Exploited
Madhya Pradesh,Indore,Block-1,2015,233,254,109.01,Over-Exploited
Madhya Pradesh,Indore,Block-2,2015,250,110,44.0,Safe
Madhya Pradesh,Indore,Block-3,2015,205,104,50.73,Safe
Madhya Pradesh,Indore,Block-1,2016,216,121,56.02,Safe
Madhya Pradesh,Indore,Block-2,2016,191,170,89.01,Semi-Critical
Madhya Pradesh,Indore,Block-3,2016,142,116,81.69,Semi-Critical
Madhya Pradesh,Indore,Block-1,2017,177,136,76.84,Semi-Critical
Madhya Pradesh,Indore,Block-2,2017,106,235,221.7,Over-Exploited
Madhya Pradesh,Indore,Block-3,2017,168,143,85.12,Semi-Critical
Madhya Pradesh,Indore,Block-1,2018,108,90,83.33,Semi-Critical
Madhya Pradesh,Indore,Block-2,2018,211,265,125.59,Over-Exploited
Madhya Pradesh,Indore,Block-3,2018,137,106,77.37,Semi-Critical
Madhya Pradesh,Indore,Block-1,2019,164,210,128.05,Over-Exploited
Madhya Pradesh,Indore,Block-2,2019,250,185,74.0,Semi-Critical
Madhya Pradesh,Indore,Block-3,2019,205,244,119.02,Over-Exploited
Madhya Pradesh,Indore,Block-1,2020,185,111,60.0,Safe
Madhya Pradesh,Indore,Block-2,2020,241,118,48.96,Safe
Madhya Pradesh,Indore,Block-3,2020,242,250,103.31,Over-Exploited
Madhya Pradesh,Indore,Block-1,2021,172,161,93.6,Critical
Madhya Pradesh,Indore,Block-2,2021,110,204,185.45,Over-Exploited
Madhya Pradesh,Indore,Block-3,2021,215,182,84.65,Semi-Critical
Madhya Pradesh,Indore,Block-1,2022,230,163,70.87,Semi-Critical
Madhya Pradesh,Indore,Block-2,2022,196,239,121.94,Over-Exploited
Madhya Pradesh,Indore,Block-3,2022,112,87,77.68,Semi-Critical
Madhya Pradesh,Gwalior,Block-1,2000,166,154,92.77,Critical
Madhya Pradesh,Gwalior,Block-2,2000,235,191,81.28,Semi-Critical
Madhya Pradesh,Gwalior,Block-3,2000,222,246,110.81,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2001,138,236,171.01,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2001,150,196,130.67,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2001,141,139,98.58,Critical
Madhya Pradesh,Gwalior,Block-1,2002,121,204,168.6,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2002,217,150,69.12,Safe
Madhya Pradesh,Gwalior,Block-3,2002,165,191,115.76,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2003,108,177,163.89,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2003,237,179,75.53,Semi-Critical
Madhya Pradesh,Gwalior,Block-3,2003,214,263,122.9,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2004,128,195,152.34,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2004,197,190,96.45,Critical
Madhya Pradesh,Gwalior,Block-3,2004,172,118,68.6,Safe
Madhya Pradesh,Gwalior,Block-1,2005,167,162,97.01,Critical
Madhya Pradesh,Gwalior,Block-2,2005,126,149,118.25,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2005,143,249,174.13,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2006,110,111,100.91,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2006,220,86,39.09,Safe
Madhya Pradesh,Gwalior,Block-3,2006,214,175,81.78,Semi-Critical
Madhya Pradesh,Gwalior,Block-1,2007,161,206,127.95,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2007,236,244,103.39,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2007,174,171,98.28,Critical
Madhya Pradesh,Gwalior,Block-1,2008,147,227,154.42,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2008,171,131,76.61,Semi-Critical
Madhya Pradesh,Gwalior,Block-3,2008,243,232,95.47,Critical
Madhya Pradesh,Gwalior,Block-1,2009,129,254,196.9,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2009,152,132,86.84,Semi-Critical
Madhya Pradesh,Gwalior,Block-3,2009,144,257,178.47,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2010,134,123,91.79,Critical
Madhya Pradesh,Gwalior,Block-2,2010,238,237,99.58,Critical
Madhya Pradesh,Gwalior,Block-3,2010,144,104,72.22,Semi-Critical
Madhya Pradesh,Gwalior,Block-1,2011,155,147,94.84,Critical
Madhya Pradesh,Gwalior,Block-2,2011,193,197,102.07,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2011,201,246,122.39,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2012,179,174,97.21,Critical
Madhya Pradesh,Gwalior,Block-2,2012,209,179,85.65,Semi-Critical
Madhya Pradesh,Gwalior,Block-3,2012,247,135,54.66,Safe
Madhya Pradesh,Gwalior,Block-1,2013,235,103,43.83,Safe
Madhya Pradesh,Gwalior,Block-2,2013,170,258,151.76,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2013,220,170,77.27,Semi-Critical
Madhya Pradesh,Gwalior,Block-1,2014,180,144,80.0,Semi-Critical
Madhya Pradesh,Gwalior,Block-2,2014,203,158,77.83,Semi-Critical
Madhya Pradesh,Gwalior,Block-3,2014,100,174,174.0,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2015,222,233,104.95,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2015,180,132,73.33,Semi-Critical
Madhya Pradesh,Gwalior,Block-3,2015,222,190,85.59,Semi-Critical
Madhya Pradesh,Gwalior,Block-1,2016,203,100,49.26,Safe
Madhya Pradesh,Gwalior,Block-2,2016,139,192,138.13,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2016,193,192,99.48,Critical
Madhya Pradesh,Gwalior,Block-1,2017,228,91,39.91,Safe
Madhya Pradesh,Gwalior,Block-2,2017,132,210,159.09,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2017,247,202,81.78,Semi-Critical
Madhya Pradesh,Gwalior,Block-1,2018,249,160,64.26,Safe
Madhya Pradesh,Gwalior,Block-2,2018,116,199,171.55,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2018,245,103,42.04,Safe
Madhya Pradesh,Gwalior,Block-1,2019,217,269,123.96,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2019,151,155,102.65,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2019,127,246,193.7,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2020,234,168,71.79,Semi-Critical
Madhya Pradesh,Gwalior,Block-2,2020,196,121,61.73,Safe
Madhya Pradesh,Gwalior,Block-3,2020,121,261,215.7,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2021,182,262,143.96,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2021,169,234,138.46,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2021,231,268,116.02,Over-Exploited
Madhya Pradesh,Gwalior,Block-1,2022,146,243,166.44,Over-Exploited
Madhya Pradesh,Gwalior,Block-2,2022,112,246,219.64,Over-Exploited
Madhya Pradesh,Gwalior,Block-3,2022,176,223,126.7,Over-Exploited
Maharashtra,Mumbai,Block-1,2000,134,91,67.91,Safe
Maharashtra,Mumbai,Block-2,2000,173,205,118.5,Over-Exploited
Maharashtra,Mumbai,Block-3,2000,162,185,114.2,Over-Exploited
Maharashtra,Mumbai,Block-1,2001,219,104,47.49,Safe
Maharashtra,Mumbai,Block-2,2001,189,223,117.99,Over-Exploited
Maharashtra,Mumbai,Block-3,2001,211,105,49.76,Safe
Maharashtra,Mumbai,Block-1,2002,121,171,141.32,Over-Exploited
Maharashtra,Mumbai,Block-2,2002,171,151,88.3,Semi-Critical
Maharashtra,Mumbai,Block-3,2002,160,100,62.5,Safe
Maharashtra,Mumbai,Block-1,2003,186,191,102.69,Over-Exploited
Maharashtra,Mumbai,Block-2,2003,199,85,42.71,Safe
Maharashtra,Mumbai,Block-3,2003,167,168,100.6,Over-Exploited
Maharashtra,Mumbai,Block-1,2004,122,89,72.95,Semi-Critical
Maharashtra,Mumbai,Block-2,2004,185,163,88.11,Semi-Critical
Maharashtra,Mumbai,Block-3,2004,195,264,135.38,Over-Exploited
Maharashtra,Mumbai,Block-1,2005,137,212,154.74,Over-Exploited
Maharashtra,Mumbai,Block-2,2005,186,104,55.91,Safe
Maharashtra,Mumbai,Block-3,2005,129,186,144.19,Over-Exploited
Maharashtra,Mumbai,Block-1,2006,215,252,117.21,Over-Exploited
Maharashtra,Mumbai,Block-2,2006,141,149,105.67,Over-Exploited
Maharashtra,Mumbai,Block-3,2006,216,174,80.56,Semi-Critical
Maharashtra,Mumbai,Block-1,2007,203,258,127.09,Over-Exploited
Maharashtra,Mumbai,Block-2,2007,120,225,187.5,Over-Exploited
Maharashtra,Mumbai,Block-3,2007,163,142,87.12,Semi-Critical
Maharashtra,Mumbai,Block-1,2008,147,127,86.39,Semi-Critical
Maharashtra,Mumbai,Block-2,2008,162,215,132.72,Over-Exploited
Maharashtra,Mumbai,Block-3,2008,190,147,77.37,Semi-Critical
Maharashtra,Mumbai,Block-1,2009,118,221,187.29,Over-Exploited
Maharashtra,Mumbai,Block-2,2009,102,155,151.96,Over-Exploited
Maharashtra,Mumbai,Block-3,2009,125,116,92.8,Critical
Maharashtra,Mumbai,Block-1,2010,244,153,62.7,Safe
Maharashtra,Mumbai,Block-2,2010,176,200,113.64,Over-Exploited
Maharashtra,Mumbai,Block-3,2010,136,258,189.71,Over-Exploited
Maharashtra,Mumbai,Block-1,2011,136,130,95.59,Critical
Maharashtra,Mumbai,Block-2,2011,145,104,71.72,Semi-Critical
Maharashtra,Mumbai,Block-3,2011,126,207,164.29,Over-Exploited
Maharashtra,Mumbai,Block-1,2012,232,151,65.09,Safe
Maharashtra,Mumbai,Block-2,2012,243,134,55.14,Safe
Maharashtra,Mumbai,Block-3,2012,218,224,102.75,Over-Exploited
Maharashtra,Mumbai,Block-1,2013,221,130,58.82,Safe
Maharashtra,Mumbai,Block-2,2013,182,109,59.89,Safe
Maharashtra,Mumbai,Block-3,2013,201,111,55.22,Safe
Maharashtra,Mumbai,Block-1,2014,217,266,122.58,Over-Exploited
Maharashtra,Mumbai,Block-2,2014,182,182,100.0,Critical
Maharashtra,Mumbai,Block-3,2014,121,204,168.6,Over-Exploited
Maharashtra,Mumbai,Block-1,2015,167,127,76.05,Semi-Critical
Maharashtra,Mumbai,Block-2,2015,131,261,199.24,Over-Exploited
Maharashtra,Mumbai,Block-3,2015,161,94,58.39,Safe
Maharashtra,Mumbai,Block-1,2016,153,216,141.18,Over-Exploited
Maharashtra,Mumbai,Block-2,2016,235,108,45.96,Safe
Maharashtra,Mumbai,Block-3,2016,213,211,99.06,Critical
Maharashtra,Mumbai,Block-1,2017,185,85,45.95,Safe
Maharashtra,Mumbai,Block-2,2017,196,159,81.12,Semi-Critical
Maharashtra,Mumbai,Block-3,2017,130,120,92.31,Critical
Maharashtra,Mumbai,Block-1,2018,179,172,96.09,Critical
Maharashtra,Mumbai,Block-2,2018,160,268,167.5,Over-Exploited
Maharashtra,Mumbai,Block-3,2018,133,96,72.18,Semi-Critical
Maharashtra,Mumbai,Block-1,2019,144,94,65.28,Safe
Maharashtra,Mumbai,Block-2,2019,170,80,47.06,Safe
Maharashtra,Mumbai,Block-3,2019,199,198,99.5,Critical
Maharashtra,Mumbai,Block-1,2020,162,198,122.22,Over-Exploited
Maharashtra,Mumbai,Block-2,2020,131,147,112.21,Over-Exploited
Maharashtra,Mumbai,Block-3,2020,135,169,125.19,Over-Exploited
Maharashtra,Mumbai,Block-1,2021,249,189,75.9,Semi-Critical
Maharashtra,Mumbai,Block-2,2021,220,107,48.64,Safe
Maharashtra,Mumbai,Block-3,2021,155,202,130.32,Over-Exploited
Maharashtra,Mumbai,Block-1,2022,132,199,150.76,Over-Exploited
Maharashtra,Mumbai,Block-2,2022,158,189,119.62,Over-Exploited
Maharashtra,Mumbai,Block-3,2022,209,217,103.83,Over-Exploited
Maharashtra,Pune,Block-1,2000,221,184,83.26,Semi-Critical
Maharashtra,Pune,Block-2,2000,126,209,165.87,Over-Exploited
Maharashtra,Pune,Block-3,2000,238,204,85.71,Semi-Critical
Maharashtra,Pune,Block-1,2001,237,135,56.96,Safe
Maharashtra,Pune,Block-2,2001,213,144,67.61,Safe
Maharashtra,Pune,Block-3,2001,214,103,48.13,Safe
Maharashtra,Pune,Block-1,2002,172,169,98.26,Critical
Maharashtra,Pune,Block-2,2002,146,246,168.49,Over-Exploited
Maharashtra,Pune,Block-3,2002,175,120,68.57,Safe
Maharashtra,Pune,Block-1,2003,225,134,59.56,Safe
Maharashtra,Pune,Block-2,2003,169,84,49.7,Safe
Maharashtra,Pune,Block-3,2003,114,178,156.14,Over-Exploited
Maharashtra,Pune,Block-1,2004,225,237,105.33,Over-Exploited
Maharashtra,Pune,Block-2,2004,203,189,93.1,Critical
Maharashtra,Pune,Block-3,2004,219,143,65.3,Safe
Maharashtra,Pune,Block-1,2005,236,210,88.98,Semi-Critical
Maharashtra,Pune,Block-2,2005,139,146,105.04,Over-Exploited
Maharashtra,Pune,Block-3,2005,207,251,121.26,Over-Exploited
Maharashtra,Pune,Block-1,2006,246,242,98.37,Critical
Maharashtra,Pune,Block-2,2006,150,122,81.33,Semi-Critical
Maharashtra,Pune,Block-3,2006,195,128,65.64,Safe
